Name,Ward No,Block Number,North,East,South,West
Nikhil,27,28,Starting from the junction of Kusumpti and Pari Mahal Road moving on Pari Mahal Road along vacant area up to Rain Shelter covering State Health and Family welfare HeadQrt. (Included).,From Rain Shelter along the bye pass road and further moving up to the Furniture shop while Covering Sun Rise Cottage and Nivaran Dental Clinic (SBI Bank Included).,From Furniture Shop upto the Verma Colony Quarters (H I J K L M N O blocks) Excluding Thakur vegetable Shop.,From Verma Colony Quarters excluding Thakur Vegetable Shop to the point where the junction of Kusumpti and Pari Mahal Road starts while covering rain shelter near Pari Mahal Office.
Nikhil,27,24,"Starting from the junction of Kusumpti IAS Colony then moving on IAS colony road up to the junction of SSB/IAS colony road covering CPWD Qtrs (41-48), Block A (1-18) all included.",from the junction of SSB/IAS colony road moving on road southwards up to the Windsor Cottage.,from Windsor cottage moving on IAS colony road up to the block D3 (IAS Colony).,from Block D3(IAS Colony) moving on the road towards Kusumpti Bazar up to the junction of Kusumpti IAS Colony.
Nikhil,27,23,Starting From the Narayan Temple at Chowk in Kusumpti Bazaar moving on road which goes towards HPSEB Qtrs. and moving on this road up to Type II Qtrs. (31-36).,From Type II Qtrs. (31-36) moving on road which meets IAS colony road and moves southwards on IAS colony up to Type I Qtrs. (208-219) and covering HPSEB Sub Centre.,From Type I Qtrs. (208-219) moving on road towards Kusumpti Bazar and up to Type IV House No. 45-50 and covering Block 6 Type III HPSEB Qtrs. and IPH office.,From Type IV (45-50) moving on road upwards upto the Narayan Temple covering House No. 130-135 Type III (included).
Nikhil,27,9,Starting from the Police Qtrs. Type IV along the retaining wall i.e. also Block Boundary move east ward on Pari Mahal Road upto SSB Training road junction.,From SSB Training road junction moving on road towards Bye pass and upto bye pass road covering House No. 19 Type VI Block 3 (IAS Qtrs) (included),From bye pass road towards Vikas Nagar upto Block 3 covering Servant Qtrs. (included).,From Block 3 moving along retaining wall i.e. block boundary up to the Police Qtrs. Type IV.
Nikhil,26,18,Starting from the Settlement Camp Block A of Tibetan Colony upto the Tibetan Temple.,from the Tibetan Temple up to the Kharapathar Camp.,from the Kharapathar Camp Block - C up to the Tibetan Settlement Camp Block D.,from the Tibetan Settlement Camp Block D up to the Settlement Camp Block A.
Nikhil,27,10,Starting from the SSB Training Centre upto the NH-22 Shimla -Dhalli Byepass covering vacant plot.,from vacant plot on Nh-22 moving towards Vikasnagar upto the Raj Automobiles.,from Raj Automobiles further moving on bye pass road towards Vikas Nagar upto Infratel Office (Old Airtel Office).,"from Infratel Office (Old Airtel Office) move on byepass road towards Kusumpti up to point of start i.e SSB Trainging Centre covering Mahakali Temple, Indu Niwas and Puri Niwas."
Nikhil,25,18,Starting from the thakur/ verma building moving eastward covering prabhat niwas H/o Sushil coming upto kaprate Niwas.,From kaprate niwas moving towards south covering LD sharma House coming upto Veena Niketan H/o VK bagga.,From Veena Niketan H/o VK bagga moving westward covering Azad niwas upto Mahant Niwas.,From Mahant Niwas moving towards North covering Shah Niwas upto the point of start i.e thakur/ verma building
Nikhil,26,29,Starting from the Tibetan Monastery up to the Tibetan Monastery.,Starting from the Tibetan Monastery up to the Tibetan Monastery.,Starting from the Tibetan Monastery up to the Tibetan Monastery.,Starting from the Tibetan Monastery up to the Tibetan Monastery.
Nikhil,24,6,Starting from vacant land near Kanwar building moving on ward boundary upto nala.,From nala moving downward along nala covering ishwar bhawan upto Housing board katcha path near Nirmal Roop Sadan.,From Nirmal Roop sadan moving on Housing board katcha path covering Tara cottage upto vacant land near Devli niwas.,From vacant land near Devli niwas moving on imaginary boundary upto point of start i.e vacant land near kanwar building.
Nikhil,24,34,Starting from vacant land near shaunkiya building (excluded) moving on Housing board path upto Nala.,From Nala moving along Nala covering Bazir House upto a point on shimla byepass road near Madaan House.,From a point on shimla byepass road near Madaan House moving on shimla Bye pass Road covering Prem Niwas upto a point on shimla Bye pass road near Govind Deep Cottage.,"Imaginary boundary from a point on shimla Bye pass road near Govind Deep Cottage covering Loktus villa, Bairagi bhawan, Gulab Singh Building, Shree Durga Apartments upto the point of start i.e.vacant land near shaunkiya building (excluded)"
Nikhil,25,19,"Starting from Vijay Niwas moving eastward covering Jeevan jyoti kunj, sharma general store upto Kanti niwas.",From Kanti niwas moving southward covering kapoor niwas upto Kanwar Niwas H/O Bhupinder Kanwar.,From Kanwar Niwas H/O Bhupinder Kanwar moving westward upto koyal niwas.,From Koyal niwas moving northward covering singhi ram house upto the point of start i.e. Vijay niwas.
Nikhil,24,8,"Starting from ward boundary near Block 18 covering block 17, Block 20 upto Nala near block 21, Housing Board Colony.","From Nala near Block 21, Housing Board colony moving along nala covering Block 16 Catt 1 upto Plot No 42 of Rajender kumar Tarlogta.",From Plot No. 42 of Rajender kumar Tarlogta covering Abhinav Bhawan upto Nala near Himuda Shopping Complex.,"From Nala near Himuda shopping complex moving on ward boundary covering Block 14 A, Block 15 Catt 1 (excluding Vimal estate) upto the point of start i.e ward Boundary near Block 18."
Nikhil,24,4,Starting from Ward Boundary near Deshta niwas moving on ward boundary upto sheel kunj.,"From Sheel kunj moving on stairs covering sukh bhawan, vaikunth dham upto Brakta Niwas.",From Brakta niwas moving on stairs covering summer cottage upto Nitin Cottage.,"From Nitin cottage moving on Bangala colony road covering Sharma Niwas, Bakhirta Niwas upto point of start i.e Deshta Niwas."
Puneet Sindhu,32,15,From B431 going along the road covering house of ravi dingra B445 upto machhan house 469,from machhan house going along the road going to rajana village covering kapoor kutir upto DE conifers,from DE conifers going along the imaginary path covering jindu ram building upto vishwanath temple,"From vishwanath temple coveing house of hemlata sood D426, D430 upto B431."
Puneet Sindhu,30,7,From baliram thakur niwas moving along road upside covering block 6 upto shila niwas,from shila niwas moving along street upto r c cottage extended upto jungle area,from r c cottage covering akshat bhawan moving along street upto naveen niwas,from naveen niwas going downstairs upto baliram thakur niwas excluding laxman bhawan
Puneet Sindhu,31,2,From Block 5 building taking upstairs on main road covering houses of rajesh thakur rohal villa upto h no b65 house of g d kalia,from h no b65 house of G d kalia moving on main road upto house c 66 baljit singh rajpal,from c66 baljit singh rajpal moving along road upto house a 4 lane 8,from house a 4 lane 8 covering jungle area upto block 5
Puneet Sindhu,31,21,From block 55 moving along road upto maria niwas,From maria niwas moving downstairs covering sanjay gandhi senior secondary school upto ankur villa,from ankur villa moving along street upto layak ram house,from layak ram house moving upstairs upto block 55
Puneet Sindhu,30,9,from block b12a going along road covering h no 102 daljit singh puri upto block 6a,from block 6a covering h no 37 b and h no 35b moving along stairs upto block 7,from block 7 covering jungle area upto block 10,from block 10 covering jungle area upto block 12 a
Puneet Sindhu,31,15,From building under construction including shanti complex covering subramanyam building and yasoda niwas moving along road upto himfed building,from himfed building going downstairs upto kanaujia house,from kanojia house going upstairs upto Nanta destination,from Nanta destination going upstairs upto building under construction
Puneet Sindhu,31,14,"From h no c40 kk jain covering houses of bragta, kawatras, singhi ram upto union bank atm",from Union bank ATM going downstairs covering sharma house ram lal sharma upto gyamba house,from Gyamba house going along katchha path upto Gaura Gautama building a1,from Gaura Gautama building a1 moving along road upto h no c40 kk jain
Puneet Sindhu,31,1,from h no d1 post office building moving along road upto h no a78,"from h no a78 going downstairs covering h no a10, b5, b280 h/o balbir chauhan and thakur niwas along stairs upto h no b511 behind dav school which is excluded",From b 511 moving along road upto police station,from police station moving along nalla excluding public toilet covering canara bank building and dawat restaurant upto house d 1 sector 2 post office building that is point of start
Puneet Sindhu,31,13,"from house a76 going along road covering house a70, a58 and mehta cottage sector 1 upto sham cottage","from sham cottage covering dinesh house, nahata bhawan and balyan house moving along road upto h no d 32 the orchid prep school",from h no d 32 the orchid prep school moving along road upto house a11,from house a11 going upstairs upto house a76
Puneet Sindhu,31,11,From house no a276 moving along street upto kanta niwas bharti fruit and vegetable shop,from kanta niwas bharti fruit and vegetable shop going downstairs upto Shokiya ram house,from Shokiya ram house covering kamal niwas and tara cottage moving along katcha path upto bhagat niwas DAV school premises excluded,from bhagat niwas Upto house a 276
Puneet Sindhu,31,12,From house of kk sood block 12 moving along road upto block block 57,from Block 57 going downstairs moving along path upto anantpur house,from Anantpur house moving along street covering h no a267 varun chauhan and sood niwas upto t r verma building,"from t r verma building moving along street covering tara view, chetan niwas, h no a4 upto house of kk sood block 12"
Puneet Sindhu,31,3,"from house of R k thakur h no a7 covering houses b 41, b 42 and geeta kunj going upstairs on main road upto house of s k gautam",From house of S k gautam on main road taking all houses on right upto block 2,from Block 2 building moving along road covering block 3 and 4 upto house of mr. angara,from house of mr. angara moving along nallah upto house of r s thakur h no a7
Puneet Sindhu,30,8,From laxman bhawan going along stairs upto rajesh bhawan,from rajesh bhawan taking houses on right of street including brij cottage trisha house and anil apartment upto house of ajay along town boundary,from house of ajay moving along road upto pine villa excluding h no 37b,from pine villa moving along katcha path and road including kuhal niwas and excluding block 6a upto laxman bhawan
Puneet Sindhu,30,19,From Mehta niwas h/o S B Mehta taking all houses on right of street upto surajkund building office hpbl,from surajkund building office hpbl including aspire iit moving along road and dowanstairs upto block 30,From block 30 moving along road towards block 31 and going upstairs taking all houses on right of street upto happy nest building sjvn office,From happy nest building sjvn office including mangalyan sardas upto mehta niwas sb mehta
Puneet Sindhu,33,5,From Rain shelter on tolland chhotta simla road covering police headquarters and servant quarters upto block A1 of himuda colony,From Block A1 of himuda colony to dhiman house,from dhiman house going along hotel eastbourn road upto type 1 set 13 to 36,from type1 set 13 to 36 going upstairs and then along the nigam vihar roard covering park 12 park 1 upto rain shelter
Puneet Sindhu,30,20,From rajat bhawan h/o Ram Ratan Verma towards sunny cottage taking all houses on right of street upto house of harnam singh thakur earlier anganwadi centre,from house of harnam singh thakur earlier anganwadi centre Going downstairs taking all houses on right of road including hanuman traders shopping complex upto pawan cottage,from pawan cottage Going along street including durga niwas upto shiv mandir,From shiv mandir upto rajat bhawan h/o ram ratan verma extended till jungle area
Puneet Sindhu,31,16,From sharma building moving along road upto police assistance room,From police assistance room going dowan stairs covering houses on right of nallah upto rockwood villa promila singh,from rockwood villa promila singh moving along street covering nitin niwas and sannu niwas upto jawahar cottage,from jawahar cottage going upstairs covering sant niwas and santi niketan upto sharma building
Puneet Sindhu,30,17,From vikramdeep niwas moving along road upto deepta building,from deepta building taking houses on right of road Upto Sood villa naksham,from Sood villa naksham all houses on right of street upto t s thakur building,from t s thakur building Upto vikramdeep niwas moving along nallah
Puneet Sindhu,30,10,From yogeshwar kutir towards krishan niwas including geetaram old niwas and Shiv Ram house going along katcha path upto shanti bhawan sjvnl on road,from Shanti bhawan sjvnl taking all houses on right of road upto block 1 cat 1,From block 1 cat 1 taking all houses on right Upto Kashyap niwas excluding block b 12,from Kashyap niwas moving along nallah upto yogeshwar kutir
Puneet Sindhu,33,2,staring from rain shelter on lower khalini chowk covering hp electricity board aids control society going along marketing board road till durga niwas,from durga niwas to sanjay sudh quartes and garage coveing all sharma niwas house,from garage to cp jistu house along the imaginary line through jungle area,from cp jistu house to hp electricity board covering jai bhawan
Puneet Sindhu,33,3,Staring from the rain shelter on lower khalini chowk going upwards till upper khalini chowk covering jagdamba and chintpurni,From upper khalini chowk to state vigilance along the east bourn hotel road,From state vigilance office going along imaginary line through jungle covering hans kutir on khalini vikasnagar road till Shimla public school,from Shimla Public School going along vikasnagar khalini road covering house of premnath upto the rain shelter i.e the point of start.
Puneet Sindhu,32,30,Starting from amin kunj b113 covering all houses on right A103 Rajan makan and upto block 24,from block 24 going along the imaginary path covering all houses on right shardha devi prem chand sevati house and upto the house of Dr Randhir Gupta,from house of Dr Randhir Gupta going along the road upwards covering all houses on right lachhu ram and prem chand and upto mangla new premises,from mangla new premises going upwards the road covering mangla old premises house of shanti devi and upto the amin kunj the starting point
Puneet Sindhu,32,9,Starting from anant niwas going along the road upward covering sunny cottage upto MC Toilets,From mc toilets going downwards covering block 14 upto C415.,from C415 going along the road covering house of VD sharma upto water tank.,"From water tank going along the road upwards covering B73 Sanctuary building, A46 house of RK goyal upto Anant Niwas which is the point of start."
Puneet Sindhu,30,18,Starting from block 1 going downstairs upto block 16,from block 16 covering block 2 rain shelter electricity sub station building moving along road upto block 29,from block 29 going upstairs upto royal food plaza,From royal food plaza moving along road upto block 1
Puneet Sindhu,32,16,starting from block 28 going along the road covering block 29A upto block 30 A,from block 30A to JCB School.,"from JCB School covering house of nand lal, going through imaginary path on jungle side upto house of mohan singh.","from house of mohan singh, amar singh going towards the stairs covering B247 bliss apartment upto block 28."
Puneet Sindhu,32,31,starting from block 41 upto house of satish aumta,starting from house of satish aumta covering block 25 kaul building house of deepak verma upto house of naresh kashyap,from house of naresh kashyap upto shahzoor ganjus B214,"from House B214 covering house of narender sood going upward the road covering house A153 Guptas, A150 upto Block 41."
Puneet Sindhu,32,8,Starting from block 8 post office going along the road downwards covering malhotra niwas b25 upto b28 Er Dahiya,from b28 Er Dahiya covering b34 house of sohan singh upto house of amar chand C35,from C35 to kotgarh house covering verma niwas,from kotgarh house covering bindal krishna villa upto nala coming from staring point
Puneet Sindhu,33,6,Starting from block H himuda going along the nala covering block M till house of Dalip Rana on khalini vikasnagar road.,From house of dalip rana going along vikasnagar khalini road till security post and UCO bank of BCS,From this point covering junior primary section of BCS till Servant quarters class 4,from this point going along the imaginary line through the jungle till block H the stating point.
Puneet Sindhu,33,26,Starting From Block VI type 2Set no 1 to 6 Covering all blocks forest colony on right side Going Along the khalini vihar road Upto block 1 type6 set 1to 4,From block 1 type6 set 1to 4 going along the vihar road downwards upto forest block 1 type 3 set 1 to 8,From forest block 1 type 3 set 1 to 8 going upwards along the stairs covering forests type 3 blocks 1 2 3 upto block 3 type 2 and 3 set 1 to 7,From block 3 type 2 and 3 set 1 to 7 going along the stairs upwards covering all houses on right of bhargav niwas upto type2 block VI set 1 to 6
Puneet Sindhu,33,34,Starting from chauhan niwas going along the stairs covering rose villa kanwar castle sheetla bhawan moving further downwards upto navniketan,From navniketan going along the jungle aluas nala side covering dev niwas upto shanti niwas,from shanti niwas moving uowards the stairs covering paramkutir house jyoti house upto prem niwas,from this point going along the path covering jagdish bhawan richmount cottage upto the starting point
Puneet Sindhu,32,12,starting from DAV school going towards the sector 4 bus stand covering bhandari apartments upto A491,starting from A491 to sector 4 bus stand rain shelter,From rain Shelter bus stand sector 4 going along the road covering A516 uoto sai niwas,from sai niwas going along the road covering hridya kunj upto DAV School
Puneet Sindhu,33,24,Starting from Electricity department rest house building going downwards along the stairs and then going aling an imaginary path covering block 3 type 2 set 1 to 6 on the right side and upto type 2 block 2 set 1 to 6,From type 2 block 2 set 1 to 6 moving along the khalini vihar road covering all houses chahat niketan upto chauhan cottage,from chauhan cottage moving along khalini vihar road covering vashishth aprtments and the moving along the marketing board road upto hp state agricultural marketing board office,from hp state agricultural marketing board office moving upwards along the marketing board road covering sai kripa sadan and all houses on right upto the u turn point alias the starting point electricity rest house building
Puneet Sindhu,32,29,starting from government primary school going towards prachin ashutosh shiv mandir then going along the road covering all houses on right manohar cottage C90 rashmi gupta upto raman service station,from raman service station going along the road covering B116 house of meena sood SR Niwas on right and upto house of brigadier DS Chajtas,From house of brigadier DS Chajtas going along the road covering savita gen store noting hill house and upto the dimri house,from dimri house going along the jungle area side covering block 23 C and upto the starting point
Puneet Sindhu,33,25,Starting From Hanuman Temple going downwards along the stairs covering all houses on right type2 block1 set 1 to 6 JCB publoc school then further going downwards covering blocks 1 set 1 to 6 upto the house of prem sharma alias anant bhawan,From the house of prem sharma alias anant bhawan moving along the khalini vihar road covering all houses on right house of bipin gangta upto the houses of Ramesh kumar kachha dara,From houses of Ramesh kumar kachha dara moving along an imaginary path covering verma niwas type 1 block 2 set 1 to 12 excluding type 2 block 2 and 3 then moving up along the u turn path upto type 4 block 2 set 1 to 4,from type 4 block 2 set 1 to 4t going up along the marketing board road covering all houses on right type 6 set 1 to 4 upto hanuman temple the starting point
Puneet Sindhu,30,6,Starting from house d 15 moving downstairs upto block 26 extended upto jungle area,from block 26 moving along katcha path covering houses of anil tomar and sun view cottage utpo mannat cottage extended upto town boundary,from mannat cottage going upstairs covering rytham house upto block 28,from block 28 moving along road upto house d 15
Puneet Sindhu,33,21,Starting from house of meera devi going along the path just above the nala coming from high school covering shyamlal niwas upto house of neemchand thakur,from the house of neemchand thakur going along the imaginary path through jungle alias nala area covering asquare villa house of sunil house of puranchand sharma on right side and upto pushpa bhawan,from pushpa bhawan going along the path covering house of kundanlal sharma and then going upstairs covering gukeria niwas ghasta niwas and upto house of KN sharma fauji,from house of KN sharma fauji going along the road covering house of dev parkash sharma khushi ram tejram sharma on right side and upto the nala coming from high school the starting point
Puneet Sindhu,33,17,Starting from house of naresh kumar going downwards the stairs covering house of karamchand on right side excluding house of dharmpal mia uoto the nala near kumar kunj.,from kumar kunj going along the nala alias jungle side covering all houses on right om bhawan chopra niwas harinand colony sunshine cottage upto house of chetan,from house of chetan covering all houses on right upto thakur niwas alias mast ram thakur excluding tulsiram niwas on nehra village side.,from thakur niwas going upwards the road covering all houses dev bhawan bhagatram niwas parmanand kondal niwas sood bhawan on right and upto the starting point the house of naresh kumar
Puneet Sindhu,32,14,starting from house of vijay kumar sood under construction going along the road for rajana village covering D449 house of sohan singh upto block 47,from block 47 going downwards covering block 53 block upto block 49,From block 49 covering B509 house of rahul maheshwari upto B492,From block 492 covering B475 house of ML gupta going towards sector 4 bus stand road upto house of vijay kumar sood which is the point of start.
Puneet Sindhu,30,5,Starting from indane gas building moving along road upto kamal building,from kamal building Going downstairs and along katcha path covering ekant niwas upto verma niwas,From verma niwas moving along katcha path covering geeta bhawan upto sita niwas,from sita niwas Going upstairs covering sumangal niwas and saiba niwas and excluding block 1 upto indane gas building
Puneet Sindhu,33,1,Starting from kuthiyala mansion going along the narrow strip covering akshita sweets and bakery then going along the marketing board road covering all houses on right side (excluding chandel hardware) till dream villa,from Dream Villa to MC toilet covering bhardwaj public school and all houses on right side,from MC toilet to tara kunj going along the main road covering houses of IS Jistu bhim sen thakur,from dream villa to thakur niwas covering prakash chand house
Puneet Sindhu,31,4,starting from Ma Tara truck operators including Tara Mata temple moving along road upto public toilet excluding mahila thana,from Public toilet going along road towards entrance of lane 1 sector 1 and then downstairs upto house b2,"from house b2 covering madhurima kamal building, house of d k chauhan and katoch cottage upto house d 16",from house d 16 moving along nallah upto ma tara truck operators including ma tara temple
Puneet Sindhu,32,13,Starting from malti niwas going towards shubam niwas then going along road covering house of khoop ram upto house of chunnilal,from H/o Chunnilal going along imaginary path towards valley side upto Tek niwas,from tek niwas going towards bio lab the going upwards the rajana road covering house of jindu ram upto sai kripa,from sai kripa going along the rajana road covering mystic view and hill view cottage upto house of chunnilal
Puneet Sindhu,32,11,Starting from mehta complex going along the lane 15 covering savkaram building upto durga sadan,from durga sadan going along lane15 covering mukhram niwas upto honey cottage,from honey cottage going through imaginary path upto partap building,from partap building going aling the nala uowards upto mehta complex
Puneet Sindhu,32,10,Starting from negi niwas market going along the road towards new shimla police station excluded till B409 covering saibu ram niwas,from B409 going along the nala till House of mangat ram,From house of mangat ram covering Nabard premises block upto block 42,from block 42 block to negi niwas market covering vs traders
Puneet Sindhu,33,27,Starting from police assistant room going along the khalini BCS road covering house of kanan bala shimla medicine store to perfect driving school,from driving school point going downwards to ekant bhawan covering gupta niwas,from ekant bhawan coveing mehta niwas till primary health center,from primary health center going upwards along the marketing board road covering house of gomti parsad till assistant room the starting point
Puneet Sindhu,33,33,Starting from shastri building alias krishan dutt sharma house going downwards the stairs covering om shankar niwas upto house of kedar chauhan birsanta niwas,from house of kedar chauhan birsanta niwas going along the jungle alias nala area covering krishna bhawan and upto house of sohanlal jalota,from house of sohanlal jalota going upwards the stairs covering all houses on right shakti niwas alias house of jaswant singh upto house of dharmpal mia excluding houses of karamchand and naresh kumar meeting up the road near mahakali shivshkti kali temple,from house of dharmpal mia going along the road upwards covering all houses on right mohan bhawan om bhawan upto the starting point alias house of krishan dutt sharma
Puneet Sindhu,31,22,"starting from shital niwas h/o mahendra singh covering jagat ram sharma house, nirmala niwas, mandial building moving along street upto munna lal building taking all houses on right",from munna lal building going along katcha path covering houses on right upto mehta niwas,from mehta niwas going upstairs covering b k bhardwaj house upto prashant cottage house of kailash justa,from prashant cottage house of kailash justa upto shital niwas h/o mahendra singh
Puneet Sindhu,32,32,Starting from the EPFO staff quarters going along the road covering x2 salon till electricity sub center,From electricty sub center going along the road downwards covering house of YP gupta till house of parveen dahiya b202,from B202 going along the road covering marwahs building SK aggarwal to alpine villa,from alpine villa going along the imaginary line through jungle nala area till starting point epfo quarters
Puneet Sindhu,33,19,"starting from the house of deviram kaushal going upwards the stairs covering all houses on right balakram mista house(excluded), dhunichand verma house(included) and upto the mahakali temple",from Mahakali Temple going along the road downwards covering all houses on right chauhan niwas chicken shop upto vandana cottage,from Vandana Cottage going downwards the stairs covering rolta niwas bhatti niwas upto the krishan chand thakur niwas,from Krishan Chand Thakur Niwas going along the khlowa vihar village side inaginary path covering all houses on right geeta bhawan shivshakti niwas and upto the starting point
Puneet Sindhu,33,23,Starting from the house of Jawahar Sharma alias Pusp niwas going along the khalini vihar road upwards covering ram cottage kanwar niwas and then moving down the stairs upto old kanwar niwas,From this point moving along the imaginary path nala alias jungle side covering dharma niwas uppal cottage upto baglat niwas,from baglat niwas moving upwards excluding navniketan banyal cottage along the stairs covering AS cottage verma niketan gill niwas carol cottage upto Chaman niwas,From chaman niwas going along the khalini vihar road uowards covering RR verma cottage upto the starting point
Puneet Sindhu,32,28,starting from the house of kulbhushan B20 till Infrex methdox pvt ltd covering B10 house of JS chauhan,From infrex methodox pvt ltd going along the road till housing board colony covering negi niwas,from housing board colony to bsnl quarters going along imaginary path shiv mandir excluded covering bobby cottage,from bsnl quarters going along the imaginary path along nala till starting point the house of kulbhushan b20
Puneet Sindhu,33,20,Starting from the house of mansa devi green colour going upwards the road covering all houses veena kumari house amarlal verma and upto the vegetable shop on main road,from Vegetable Shop going downwards the road covering all houses on right shalu cottage dogra niwas partap niwas upto house of ram saroop,from H/o Ram swaroop going downwards the stairs near mahakali temple and covering all houses on right kc verma cottage kalawati bhawan and upto the house of saroj kumar nresht,from house of saroj kumar nresht going along the imaginary path above vihar village side and covering all houses on right busheri bhawan and upto the house of ganshyam
Puneet Sindhu,33,7,Starting from the khalini vikasnagar police check post moving downwards along the khalini vihar road covering DFO mist chamber upto nala near hp forest department office complex coming from besides the vigilance office,From nala near hp forest department office moving along an imaginary path nala and jungle area covering house of inderraj singh parikshit bhawan garv niwas upto the house of dalip singh kanwar niwas,from house of dalip singh kanwar niwas moving along the stairs upwards covering kirlok niwas house of gajanand nikhil niwas upto the kachha dara of yogesh just below the khalini vihar road,from kachha dara of yogesh moving along the khalini vihar road uowards covering house of ashok singh alias raj bhawan tulsi niwas and then moving further upwards upto the staring point
Puneet Sindhu,33,22,Starting from the khem chand niwas on marketing board road going downwards the stairs covering jai niwas syrta niwas on right side and upto rattan lal thakur niwas,From rattan lal thakur niwas going along the imaginary path on jungle side upto the house of khemchand,from the house of khemchand going along the path (excluding shymlal niwas neemchand thakur niwas devraj negi niwas sharma niwas) just above the nala coming from high school and covering bhawani niwas on right side upto house of naresh and BR sharma,From upto house of naresh and BR sharma moving upwards the marketing board road covering om niketan akshita tailors upto the staring point the house of khemchand
Puneet Sindhu,33,4,Starting from the rain shelter tolland till park 4 covering type 3 set 29 to 36,from park 4 going along nigam vihar road till park 10,from park 10 going downward to khalini chowk through downstairs path covering type 1 set 13 to 20,from khalini chowk to rain shelter tolland covering cpri community hall
Puneet Sindhu,33,18,starting from the shiv kutir alias house of shiv ram sharma going along the road covering rain shelter electricity room upto anurag bhawan alias house of madhu patti,from Anurag Bhawan going along the road to nehra village covering all houses on right busheri bhawan upto chauhan bhawan alias house of jiyalal,from Chauhan Bhawan going down the road further covering all houses on right kala sadan gauri niketan and upto house of partap singh sidoli and chunilal,from H/o Partap Singh going along the imaginary path covering all houses on right pathak niwas vidya bhawan and then covering sunderlal sharma bhawan leela niwas upto the starting point
Vinay Kumar Shah,3,30,Staring from the dhunidhar43/2 Dinesh sharma shop move along the pucca road covering the H/O Padam Lodge Nank niwas Usa house Aminchand house Lal bag cottage Belmore cottage upto pars niwas,From this point i.e. the Pars niwas moved along the pucca road covering the H/O Snow view old building Snow view Snow view cottage Aren villa Five star lodge upto the ward boudary nallah below P T colony near RBI Holiday Home.,From this point i.e. the ward boundary nallah below P T colony near RBI Holiday Home moving along cart road covering R B I Guest house upto Tara Hall School.,From this point i.e. the Tara Hall School move along the pucca road covering the H/O pal house calandy cottage Belle view Gyan niwas Saraswati villa upto the starting point I. e dhunidhar43/2
Vinay Kumar Shah,3,13,Starting from the aganbari center move along the pucca road covering the H/O pritoyira villa global apartment D L view cottage upto the Govt High School kaithu,From this point i.e. the Govt High School move downward along stairs and pucca path covering the H/O rose cottage lama villa godavari niwas upto the shiv mandir upper kaitu,From this point i.e. the shiv mandir upper kaithu move along nalla upto the devak niwas,From this point i.e. the devak niwas move along the pucca road covering the H/O new durga niwas ravail house kuthiyala bhawan namah apartment chitkara park moti villa upto the starting point I. e aganbari center
Vinay Kumar Shah,2,25,Starting from the bellow P and T Colony Nallah (Exclud) near BSNL line men block moving along cart road covering the P and T colony new line men block TWM BSNL Quatar upto the Ganga Singh Building Near Kot Hill Nalla,From this point i.e. the Ganga Singh Building Near Kot Hill Nalla moving along New Blessington Girls Hostel A and C to Tibetan Market road Covering the Aloka Cottage (HDFC BANK) Upto the Tibetan Market (Exclud) near Gold hotel.,From this point i.e. the Tibetan Market (Exclud) near gold hotel moving along Pand T Colony Quatar road covering the Hotel Gold upto the P and T colony Club Block,From this point i.e. the P and T colony Club Block moving along the pucca path covering the P and T colony main block upto the Starting point bellow P and T colony nalla (Exclud) cart road
Vinay Kumar Shah,2,33,Starting from the Bellow Radisson hotel Shankali nalla moving along the lower bharai to village Pagog road covering the H/O Building under construction Prem bhawan upto the Junction point of the lower bharai to village Pagog,From this point i.e. the Junction point of the lower bharai to village Pagog road moving eastward along the lower bharai road covering the Evers Sunny Shimla upto the Oak Lodge,From this point i.e. the Oak Lodge moving southward along the lower bharai road covering the H/O Madhav Kunj upto the Hotel Radisson,From this point i.e. the Hotel Radisson moving lower bharai road covering the Dr B P Paul IRI Research center upto the Junction point of lower bharai road to Shankali road again further moving along the Shankali road upto the Shankali nalla
Vinay Kumar Shah,1,17,Starting from the Boundary wall of bharari police line near Police Quarter Block A moving along the metal road covering the police line quatar upto the Bharari police line ground,From this point i.e. the bharari police line ground moving along the metal road covering the Chapslea school building upto the Chapslea school principal residence,From this point i.e. the Chapslea school principal residence moving along the metal road covering the Punjabi food Deepak momo stole Thapa tea stole Prakash trading upto the Nank kuti,From this point i.e. the Nank kuti moving along the kacha path covering the Hotel Grum bridge Oke villa again moving along the metal road covering the Harmarina building block A B and C again moving metal road then moving upward along the Stairs then moving along metal road upto the Starting point I. e Boundary wall of bharari police line near Police Quarter Block A.
Vinay Kumar Shah,3,11,Starting from the bus stop saltar move upward along kaithu kali bari road covering the H/O Y C Sood Hotel pine view Sher field cottage upto the Hotel Lord Grace,From this point i.e. the Hotel Lord Grace move along kaithu kali bari road covering the H/O Olmutz villa G M S May Field comlex Baptist Church St marks building upto the Dalziel Lodge,From this point i.e. the Dalziel Lodge move along road covering the H/O Parkash hotel Dalziel hotel Classic hotel upto the A G Post Office,From this point i.e. the A G Post Office move downward along baba market road covering the cart road ganga hotel capital hotel anurag hotel Baljee regency hotel Lord regency hotel cpwd cottage madhuban hotel HP petrol Pump Electricity board office hp govt upto the starting point bus stop saltar
